Capacity data calculated from MERRA-2,,,,,0.264906501
,,,,,
BEGIN_DATA,,,,,
year,month,day,hour,s_cfs,
2018,2,10,6,0,
2018,2,10,7,0,
2018,2,10,8,0,
2018,2,10,9,0,
2018,2,10,10,0,
2018,2,10,11,0,
2018,2,10,12,0,
2018,2,10,13,0.001213201,
2018,2,10,14,0.22407886,
2018,2,10,15,0.398631475,
2018,2,10,16,0.506393952,
2018,2,10,17,0.574374615,
2018,2,10,18,0.623027497,
2018,2,10,19,0.656541148,
2018,2,10,20,0.676531681,
2018,2,10,21,0.691875944,
2018,2,10,22,0.591726481,
2018,2,10,23,0.21692358,
2018,2,10,24,0,
2018,2,11,1,0,
2018,2,11,2,0,
2018,2,11,3,0,
2018,2,11,4,0,
2018,2,11,5,0,
